city_slug,immo_source_slug,lots_served_status,lots_served_reason,lots_served_observed_lots,surface_m2_status,surface_m2_reason,surface_m2_observed_lots,surface_m2_completed_lots,postal_code_status,postal_code_reason,postal_code_observed_lots,postal_code_completed_lots,civic_address_status,civic_address_reason,civic_address_observed_lots,civic_address_completed_lots,tod_applicability_status,tod_applicability_reason,tod_completion_status,tod_completion_reason,tod_completion_observed_lots,tod_completion_joined_lots,tod_completion_in_tod_lots
saint-odilon-de-cranbourne,saint-odilon-de-cranbourne,complete,Canonical local Immo perMuni stats row is present and reports 1358 served lots.,1358,complete,Local Immo stats report 1358/1358 lots with surface_m2.,1358,1358,complete,Local Immo stats report 1358/1358 lots with code_postal.,1358,1358,incomplete,Local Immo stats report 1334/1358 lots with civic address.,1358,1334,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-omer,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-onesime-dixworth,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-ours,saint-ours,complete,Canonical local Immo perMuni stats row is present and reports 1293 served lots.,1293,complete,Local Immo stats report 1293/1293 lots with surface_m2.,1293,1293,complete,Local Immo stats report 1293/1293 lots with code_postal.,1293,1293,incomplete,Local Immo stats report 1278/1293 lots with civic address.,1293,1278,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-pacome,saint-pacome,complete,Canonical local Immo perMuni stats row is present and reports 1252 served lots.,1252,complete,Local Immo stats report 1252/1252 lots with surface_m2.,1252,1252,complete,Local Immo stats report 1252/1252 lots with code_postal.,1252,1252,incomplete,Local Immo stats report 1106/1252 lots with civic address.,1252,1106,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-pamphile,saint-pamphile,complete,Canonical local Immo perMuni stats row is present and reports 1742 served lots.,1742,complete,Local Immo stats report 1742/1742 lots with surface_m2.,1742,1742,complete,Local Immo stats report 1742/1742 lots with code_postal.,1742,1742,incomplete,Local Immo stats report 1624/1742 lots with civic address.,1742,1624,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-pascal,saint-pascal,complete,Canonical local Immo perMuni stats row is present and reports 2622 served lots.,2622,complete,Local Immo stats report 2622/2622 lots with surface_m2.,2622,2622,complete,Local Immo stats report 2622/2622 lots with code_postal.,2622,2622,incomplete,Local Immo stats report 2399/2622 lots with civic address.,2622,2399,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-patrice-de-beaurivage,saint-patrice-de-beaurivage,complete,Canonical local Immo perMuni stats row is present and reports 1125 served lots.,1125,complete,Local Immo stats report 1125/1125 lots with surface_m2.,1125,1125,complete,Local Immo stats report 1125/1125 lots with code_postal.,1125,1125,incomplete,Local Immo stats report 1008/1125 lots with civic address.,1125,1008,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-patrice-de-sherrington,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-paul,saint-paul,complete,Canonical local Immo perMuni stats row is present and reports 3635 served lots.,3635,complete,Local Immo stats report 3635/3635 lots with surface_m2.,3635,3635,complete,Local Immo stats report 3635/3635 lots with code_postal.,3635,3635,incomplete,Local Immo stats report 3585/3635 lots with civic address.,3635,3585,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-paul-dabbotsford,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-paul-de-la-croix,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-paul-de-lile-aux-noix,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-paul-de-montminy,saint-paul-de-montminy,complete,Canonical local Immo perMuni stats row is present and reports 1394 served lots.,1394,complete,Local Immo stats report 1394/1394 lots with surface_m2.,1394,1394,complete,Local Immo stats report 1394/1394 lots with code_postal.,1394,1394,incomplete,Local Immo stats report 1275/1394 lots with civic address.,1394,1275,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-paulin,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-philemon,saint-philemon,complete,Canonical local Immo perMuni stats row is present and reports 1554 served lots.,1554,complete,Local Immo stats report 1554/1554 lots with surface_m2.,1554,1554,complete,Local Immo stats report 1554/1554 lots with code_postal.,1554,1554,incomplete,Local Immo stats report 1411/1554 lots with civic address.,1554,1411,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-philibert,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-philippe,saint-philippe,complete,Canonical local Immo perMuni stats row is present and reports 5202 served lots.,5202,complete,Local Immo stats report 5202/5202 lots with surface_m2.,5202,5202,complete,Local Immo stats report 5202/5202 lots with code_postal.,5202,5202,incomplete,Local Immo stats report 4938/5202 lots with civic address.,5202,4938,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-philippe-de-neri,saint-philippe-de-neri,complete,Canonical local Immo perMuni stats row is present and reports 892 served lots.,892,complete,Local Immo stats report 892/892 lots with surface_m2.,892,892,complete,Local Immo stats report 892/892 lots with code_postal.,892,892,incomplete,Local Immo stats report 807/892 lots with civic address.,892,807,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-pie,saint-pie,complete,Canonical local Immo perMuni stats row is present and reports 3277 served lots.,3277,complete,Local Immo stats report 3277/3277 lots with surface_m2.,3277,3277,complete,Local Immo stats report 3277/3277 lots with code_postal.,3277,3277,incomplete,Local Immo stats report 2996/3277 lots with civic address.,3277,2996,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-pie-de-guire,saint-pie-de-guire,complete,Canonical local Immo perMuni stats row is present and reports 724 served lots.,724,complete,Local Immo stats report 724/724 lots with surface_m2.,724,724,complete,Local Immo stats report 724/724 lots with code_postal.,724,724,incomplete,Local Immo stats report 660/724 lots with civic address.,724,660,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-pierre,saint-pierre,complete,Canonical local Immo perMuni stats row is present and reports 21322 served lots.,21322,complete,Local Immo stats report 21322/21322 lots with surface_m2.,21322,21322,complete,Local Immo stats report 21322/21322 lots with code_postal.,21322,21322,incomplete,Local Immo stats report 0/21322 lots with civic address.,21322,0,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-pierre-baptiste,saint-pierre-baptiste,complete,Canonical local Immo perMuni stats row is present and reports 796 served lots.,796,complete,Local Immo stats report 796/796 lots with surface_m2.,796,796,complete,Local Immo stats report 796/796 lots with code_postal.,796,796,incomplete,Local Immo stats report 695/796 lots with civic address.,796,695,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-pierre-de-broughton,saint-pierre-de-broughton,complete,Canonical local Immo perMuni stats row is present and reports 1106 served lots.,1106,complete,Local Immo stats report 1106/1106 lots with surface_m2.,1106,1106,complete,Local Immo stats report 1106/1106 lots with code_postal.,1106,1106,incomplete,Local Immo stats report 1096/1106 lots with civic address.,1106,1096,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-pierre-de-la-riviere-du-sud,saint-pierre-de-la-riviere-du-sud,complete,Canonical local Immo perMuni stats row is present and reports 1154 served lots.,1154,complete,Local Immo stats report 1154/1154 lots with surface_m2.,1154,1154,complete,Local Immo stats report 1154/1154 lots with code_postal.,1154,1154,incomplete,Local Immo stats report 1092/1154 lots with civic address.,1154,1092,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-pierre-de-lamy,saint-pierre-de-lamy,complete,Canonical local Immo perMuni stats row is present and reports 402 served lots.,402,complete,Local Immo stats report 402/402 lots with surface_m2.,402,402,complete,Local Immo stats report 402/402 lots with code_postal.,402,402,incomplete,Local Immo stats report 356/402 lots with civic address.,402,356,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-pierre-de-lile-dorleans,saint-pierre-de-lile-dorleans,complete,Canonical local Immo perMuni stats row is present and reports 990 served lots.,990,complete,Local Immo stats report 990/990 lots with surface_m2.,990,990,complete,Local Immo stats report 990/990 lots with code_postal.,990,990,incomplete,Local Immo stats report 962/990 lots with civic address.,990,962,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-pierre-les-becquets,saint-pierre-les-becquets,complete,Canonical local Immo perMuni stats row is present and reports 1008 served lots.,1008,complete,Local Immo stats report 1008/1008 lots with surface_m2.,1008,1008,complete,Local Immo stats report 1008/1008 lots with code_postal.,1008,1008,incomplete,Local Immo stats report 998/1008 lots with civic address.,1008,998,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-placide,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-polycarpe,saint-polycarpe,complete,Canonical local Immo perMuni stats row is present and reports 1785 served lots.,1785,complete,Local Immo stats report 1785/1785 lots with surface_m2.,1785,1785,complete,Local Immo stats report 1785/1785 lots with code_postal.,1785,1785,incomplete,Local Immo stats report 1767/1785 lots with civic address.,1785,1767,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-prime,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-prosper,saint-prosper,complete,Canonical local Immo perMuni stats row is present and reports 2738 served lots.,2738,complete,Local Immo stats report 2738/2738 lots with surface_m2.,2738,2738,complete,Local Immo stats report 2738/2738 lots with code_postal.,2738,2738,incomplete,Local Immo stats report 2461/2738 lots with civic address.,2738,2461,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-prosper-de-champlain,saint-prosper-de-champlain,complete,Canonical local Immo perMuni stats row is present and reports 1185 served lots.,1185,complete,Local Immo stats report 1185/1185 lots with surface_m2.,1185,1185,complete,Local Immo stats report 1185/1185 lots with code_postal.,1185,1185,incomplete,Local Immo stats report 1119/1185 lots with civic address.,1185,1119,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-raphael,saint-raphael,complete,Canonical local Immo perMuni stats row is present and reports 2637 served lots.,2637,complete,Local Immo stats report 2637/2637 lots with surface_m2.,2637,2637,complete,Local Immo stats report 2637/2637 lots with code_postal.,2637,2637,incomplete,Local Immo stats report 2326/2637 lots with civic address.,2637,2326,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-raymond,saint-raymond,complete,Canonical local Immo perMuni stats row is present and reports 1314 served lots.,1314,complete,Local Immo stats report 1314/1314 lots with surface_m2.,1314,1314,complete,Local Immo stats report 1314/1314 lots with code_postal.,1314,1314,incomplete,Local Immo stats report 1236/1314 lots with civic address.,1314,1236,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-remi,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-remi-de-tingwick,saint-remi-de-tingwick,complete,Canonical local Immo perMuni stats row is present and reports 366 served lots.,366,complete,Local Immo stats report 366/366 lots with surface_m2.,366,366,complete,Local Immo stats report 366/366 lots with code_postal.,366,366,incomplete,Local Immo stats report 321/366 lots with civic address.,366,321,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-rene,saint-rene,complete,Canonical local Immo perMuni stats row is present and reports 926 served lots.,926,complete,Local Immo stats report 926/926 lots with surface_m2.,926,926,complete,Local Immo stats report 926/926 lots with code_postal.,926,926,incomplete,Local Immo stats report 867/926 lots with civic address.,926,867,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-rene-de-matane,saint-rene-de-matane,complete,Canonical local Immo perMuni stats row is present and reports 187 served lots.,187,complete,Local Immo stats report 187/187 lots with surface_m2.,187,187,complete,Local Immo stats report 187/187 lots with code_postal.,187,187,incomplete,Local Immo stats report 152/187 lots with civic address.,187,152,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-robert,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-robert-bellarmin,saint-robert-bellarmin,complete,Canonical local Immo perMuni stats row is present and reports 586 served lots.,586,complete,Local Immo stats report 586/586 lots with surface_m2.,586,586,complete,Local Immo stats report 586/586 lots with code_postal.,586,586,incomplete,Local Immo stats report 539/586 lots with civic address.,586,539,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-roch-de-lachigan,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-roch-de-mekinac,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-roch-de-richelieu,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-roch-des-aulnaies,saint-roch-des-aulnaies,complete,Canonical local Immo perMuni stats row is present and reports 1099 served lots.,1099,complete,Local Immo stats report 1099/1099 lots with surface_m2.,1099,1099,complete,Local Immo stats report 1099/1099 lots with code_postal.,1099,1099,incomplete,Local Immo stats report 1002/1099 lots with civic address.,1099,1002,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-roch-ouest,saint-roch-ouest,complete,Canonical local Immo perMuni stats row is present and reports 311 served lots.,311,complete,Local Immo stats report 311/311 lots with surface_m2.,311,311,complete,Local Immo stats report 311/311 lots with code_postal.,311,311,incomplete,Local Immo stats report 306/311 lots with civic address.,311,306,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-romain,saint-romain,complete,Canonical local Immo perMuni stats row is present and reports 969 served lots.,969,complete,Local Immo stats report 969/969 lots with surface_m2.,969,969,complete,Local Immo stats report 969/969 lots with code_postal.,969,969,incomplete,Local Immo stats report 878/969 lots with civic address.,969,878,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-rosaire,saint-rosaire,complete,Canonical local Immo perMuni stats row is present and reports 939 served lots.,939,complete,Local Immo stats report 939/939 lots with surface_m2.,939,939,complete,Local Immo stats report 939/939 lots with code_postal.,939,939,incomplete,Local Immo stats report 860/939 lots with civic address.,939,860,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-samuel,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-sauveur,saint-sauveur,complete,Canonical local Immo perMuni stats row is present and reports 9127 served lots.,9127,complete,Local Immo stats report 9127/9127 lots with surface_m2.,9127,9127,complete,Local Immo stats report 9127/9127 lots with code_postal.,9127,9127,incomplete,Local Immo stats report 8919/9127 lots with civic address.,9127,8919,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-sebastien--le-granit,saint-sebastien--le-granit,complete,Canonical local Immo perMuni stats row is present and reports 772 served lots.,772,complete,Local Immo stats report 772/772 lots with surface_m2.,772,772,complete,Local Immo stats report 772/772 lots with code_postal.,772,772,incomplete,Local Immo stats report 693/772 lots with civic address.,772,693,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-sebastien--le-haut-richelieu,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-severe,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-severin--beauce-centre,saint-severin--beauce-centre,complete,Canonical local Immo perMuni stats row is present and reports 609 served lots.,609,complete,Local Immo stats report 609/609 lots with surface_m2.,609,609,complete,Local Immo stats report 609/609 lots with code_postal.,609,609,incomplete,Local Immo stats report 531/609 lots with civic address.,609,531,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-severin--mekinac,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-simeon--bonaventure,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-simeon--charlevoix-est,saint-simeon--charlevoix-est,complete,Canonical local Immo perMuni stats row is present and reports 581 served lots.,581,complete,Local Immo stats report 581/581 lots with surface_m2.,581,581,complete,Local Immo stats report 581/581 lots with code_postal.,581,581,incomplete,Local Immo stats report 505/581 lots with civic address.,581,505,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-simon,saint-simon,complete,Canonical local Immo perMuni stats row is present and reports 1097 served lots.,1097,complete,Local Immo stats report 1097/1097 lots with surface_m2.,1097,1097,complete,Local Immo stats report 1097/1097 lots with code_postal.,1097,1097,incomplete,Local Immo stats report 928/1097 lots with civic address.,1097,928,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-simon-de-rimouski,saint-simon-de-rimouski,complete,Canonical local Immo perMuni stats row is present and reports 1477 served lots.,1477,complete,Local Immo stats report 1477/1477 lots with surface_m2.,1477,1477,complete,Local Immo stats report 1477/1477 lots with code_postal.,1477,1477,incomplete,Local Immo stats report 1347/1477 lots with civic address.,1477,1347,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-simon-les-mines,saint-simon-les-mines,complete,Canonical local Immo perMuni stats row is present and reports 865 served lots.,865,complete,Local Immo stats report 865/865 lots with surface_m2.,865,865,complete,Local Immo stats report 865/865 lots with code_postal.,865,865,incomplete,Local Immo stats report 730/865 lots with civic address.,865,730,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-sixte,saint-sixte,complete,Canonical local Immo perMuni stats row is present and reports 671 served lots.,671,complete,Local Immo stats report 671/671 lots with surface_m2.,671,671,complete,Local Immo stats report 671/671 lots with code_postal.,671,671,incomplete,Local Immo stats report 584/671 lots with civic address.,671,584,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-stanislas--des-chenaux,saint-stanislas--des-chenaux,complete,Canonical local Immo perMuni stats row is present and reports 1542 served lots.,1542,complete,Local Immo stats report 1542/1542 lots with surface_m2.,1542,1542,complete,Local Immo stats report 1542/1542 lots with code_postal.,1542,1542,incomplete,Local Immo stats report 1417/1542 lots with civic address.,1542,1417,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-stanislas--maria-chapdelaine,saint-stanislas--maria-chapdelaine,complete,Canonical local Immo perMuni stats row is present and reports 374 served lots.,374,complete,Local Immo stats report 374/374 lots with surface_m2.,374,374,complete,Local Immo stats report 374/374 lots with code_postal.,374,374,incomplete,Local Immo stats report 342/374 lots with civic address.,374,342,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-stanislas-de-kostka,saint-stanislas-de-kostka,complete,Canonical local Immo perMuni stats row is present and reports 1827 served lots.,1827,complete,Local Immo stats report 1827/1827 lots with surface_m2.,1827,1827,complete,Local Immo stats report 1827/1827 lots with code_postal.,1827,1827,incomplete,Local Immo stats report 1823/1827 lots with civic address.,1827,1823,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-sulpice,saint-sulpice,complete,Canonical local Immo perMuni stats row is present and reports 1910 served lots.,1910,complete,Local Immo stats report 1910/1910 lots with surface_m2.,1910,1910,complete,Local Immo stats report 1910/1910 lots with code_postal.,1910,1910,incomplete,Local Immo stats report 1877/1910 lots with civic address.,1910,1877,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-sylvere,saint-sylvere,complete,Canonical local Immo perMuni stats row is present and reports 723 served lots.,723,complete,Local Immo stats report 723/723 lots with surface_m2.,723,723,complete,Local Immo stats report 723/723 lots with code_postal.,723,723,incomplete,Local Immo stats report 716/723 lots with civic address.,723,716,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-sylvestre,saint-sylvestre,complete,Canonical local Immo perMuni stats row is present and reports 1313 served lots.,1313,complete,Local Immo stats report 1313/1313 lots with surface_m2.,1313,1313,complete,Local Immo stats report 1313/1313 lots with code_postal.,1313,1313,incomplete,Local Immo stats report 1178/1313 lots with civic address.,1313,1178,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
